Title,Author,Genre,Price,Quantity
Echoes of Eternity,Sarah J. Maas,Romance,467.01,136
The Time Weaver,Sarah J. Maas,Biography,1164.36,87
The Lost Horizon,Agatha Christie,Biography,669.74,55
The Sapphire Flame,Ernest Cline,Thriller,877.23,34
Fragments of Light,Harlan Coben,Fiction,702.58,79
Echoes of Eternity,C.S. Lewis,History,776.01,70
Echoes of Eternity,Veronica Roth,Fiction,222.92,133
Beyond the Veil,Agatha Christie,History,972.6,104
Winds of Winter,Haruki Murakami,Fantasy,487.58,143
The Hidden Path,Tana French,Mystery,247.1,10
Shadows of Fate,Colleen Hoover,Fantasy,680.97,35
Silent Guardian,Harlan Coben,Fiction,834.17,25
The Lost Horizon,Dan Brown,Thriller,185.85,91
Shadows of Fate,Agatha Christie,Thriller,718.52,126
Infinite Realms,Kazuo Ishiguro,Thriller,614.48,136
Silent Guardian,Agatha Christie,Romance,905.85,124
The Hidden Path,Tana French,History,713.51,96
The Celestial Key,Tana French,Fiction,1166.16,21
Heart of Steel,Neil Gaiman,Fiction,1085.73,52
The Silent Sea,Haruki Murakami,Biography,523.3,106
Heart of Steel,Andy Weir,Thriller,213.53,149
Infinite Realms,Leigh Bardugo,Fiction,637.09,147
Edge of Tomorrow,Veronica Roth,Mystery,1139.69,23
Tides of Destiny,Tana French,Romance,1161.69,124
The Forgotten Tale,Paulo Coelho,Romance,1097.87,41
Rise of Legends,Tana French,Romance,449.84,10
Winds of Winter,Margaret Atwood,Fantasy,404.92,85
The Final Oath,Suzanne Collins,History,442.04,131
Beyond the Veil,Haruki Murakami,Romance,312.63,35
Last Ember,Stephen King,Fiction,368.95,149
Nightfall,Harlan Coben,Thriller,693.5,111
The Lost Horizon,Dan Brown,Mystery,276.36,25
Last Ember,Stephenie Meyer,Mystery,587.18,44
Stormbreaker,Stephen King,Biography,162.11,100
City of Echoes,Paulo Coelho,Science Fiction,1187.52,5
Rise of Legends,Nicholas Sparks,Fantasy,179.11,104
The Time Weaver,Veronica Roth,Science Fiction,215.8,94
The Silent Sea,Leigh Bardugo,Biography,163.22,133
The Forgotten Tale,C.S. Lewis,Fantasy,355.23,105
City of Echoes,James Patterson,Thriller,459.49,42
Whispers of Time,Dan Brown,Fiction,413.6,104
Silent Guardian,Stephen King,Romance,345.09,77
Beneath the Stars,George R.R. Martin,Biography,421.7,38
Fragments of Light,J.K. Rowling,Thriller,626.74,6
City of Echoes,George R.R. Martin,Thriller,1160.66,24
The Lost Horizon,Suzanne Collins,Romance,535.01,105
Last Ember,Stephenie Meyer,History,164.21,92
Last Ember,Ernest Cline,Romance,1090.32,129
Crimson Sky,Tana French,Romance,979.74,110
Arcane Secrets,Terry Pratchett,Romance,717.04,77
Golden Empire,Kazuo Ishiguro,Science Fiction,1060.23,112
Edge of Tomorrow,George R.R. Martin,Science Fiction,614.59,6
The Time Weaver,Leigh Bardugo,Science Fiction,189.62,53
City of Echoes,Andy Weir,Biography,1109.01,50
City of Echoes,Tana French,History,1132.32,48
Tides of Destiny,Agatha Christie,History,608.44,113
Crimson Sky,Dan Brown,Fiction,295.68,35
Edge of Tomorrow,Stephen King,Mystery,1051.27,112
Stormbreaker,C.S. Lewis,Biography,151.59,23
Edge of Tomorrow,Suzanne Collins,Thriller,381.85,13
Edge of Tomorrow,Neil Gaiman,Fiction,514.92,90
Beneath the Stars,Agatha Christie,Fantasy,590.0,56
Arcane Secrets,Neil Gaiman,Fiction,851.08,50
The Sapphire Flame,Veronica Roth,History,825.99,38
The Celestial Key,Ernest Cline,Fiction,598.43,23
Fragments of Light,Harlan Coben,Mystery,763.94,62
The Time Weaver,John Grisham,Romance,446.18,82
Rise of Legends,Haruki Murakami,History,990.39,95
Beneath the Stars,Ernest Cline,Thriller,593.42,70
Whispers of Time,Gillian Flynn,Mystery,175.85,89
Silent Guardian,Nicholas Sparks,Mystery,698.36,124
Beyond the Veil,Haruki Murakami,Thriller,577.17,39
Infinite Realms,Dan Brown,Science Fiction,1019.55,66
Echoes of Eternity,Veronica Roth,Fantasy,353.77,42
Dreamcatcher,Kazuo Ishiguro,Fiction,997.18,128
Edge of Tomorrow,Brandon Sanderson,Mystery,720.44,23
Beneath the Stars,Kazuo Ishiguro,Science Fiction,987.12,9
Fragments of Light,Rick Riordan,Fantasy,335.26,136
The Sapphire Flame,Neil Gaiman,Science Fiction,841.49,28
Edge of Tomorrow,Haruki Murakami,Fiction,666.66,9
Edge of Tomorrow,Gillian Flynn,Romance,989.48,13
Rise of Legends,Andy Weir,Romance,441.93,106
Stormbreaker,Stephen King,Romance,882.14,110
City of Echoes,Margaret Atwood,Biography,609.49,99
Stormbreaker,C.S. Lewis,Science Fiction,816.57,84
Infinite Realms,Stephen King,Romance,938.33,14
Tides of Destiny,Leigh Bardugo,Fiction,293.71,132
Shadows of Fate,Tana French,Thriller,356.03,111
Infinite Realms,Nicholas Sparks,Mystery,1127.72,135
Silent Guardian,Agatha Christie,Fiction,210.69,50
The Time Weaver,John Grisham,Fiction,280.71,24
Shadows of Fate,Andy Weir,Science Fiction,648.45,4
Dreamcatcher,Ernest Cline,Romance,902.98,112
Arcane Secrets,Veronica Roth,Biography,476.07,116
The Sapphire Flame,Ernest Cline,Thriller,367.35,97
Kingdom of Ash,James Patterson,Romance,191.76,63
Infinite Realms,George R.R. Martin,Mystery,572.62,6
Whispers of Time,Andy Weir,Fiction,927.01,148
The Final Oath,Margaret Atwood,Mystery,368.59,29
The Silent Sea,E.L. James,History,739.44,111
The Final Oath,James Patterson,Romance,1075.03,147
Infinite Realms,Agatha Christie,Biography,931.48,40
The Final Oath,Stephenie Meyer,Thriller,229.41,146
Golden Empire,E.L. James,Thriller,569.15,45
The Lost Horizon,Harlan Coben,History,310.28,14
Rise of Legends,Colleen Hoover,Science Fiction,611.19,132
Kingdom of Ash,J.K. Rowling,History,352.21,99
Golden Empire,E.L. James,Fiction,380.7,83
Tides of Destiny,Tana French,Thriller,1078.46,130
Arcane Secrets,Harlan Coben,Thriller,814.64,69
The Lost Horizon,Terry Pratchett,Mystery,1034.43,111
Nightfall,Neil Gaiman,Mystery,965.15,40
Heart of Steel,J.K. Rowling,Fantasy,1171.29,143
Golden Empire,Nicholas Sparks,Science Fiction,591.93,81
Winds of Winter,J.K. Rowling,Fantasy,686.78,127
Arcane Secrets,C.S. Lewis,Mystery,555.77,125
Tides of Destiny,James Patterson,Fantasy,976.56,43
The Silent Sea,Veronica Roth,Romance,331.83,19
The Celestial Key,Stephenie Meyer,Fiction,766.53,30
Last Ember,Haruki Murakami,Fiction,891.89,145
Shadows of Fate,Nicholas Sparks,Science Fiction,393.18,99
Echoes of Eternity,James Patterson,Romance,364.81,62
Infinite Realms,Nicholas Sparks,Mystery,153.7,8
Whispers of Time,Rick Riordan,Mystery,196.82,128
Fragments of Light,John Grisham,History,768.29,112
Beneath the Stars,Rick Riordan,Thriller,355.55,28
Rise of Legends,E.L. James,Biography,845.28,69
Silent Guardian,J.K. Rowling,Mystery,247.49,130
Stormbreaker,Nicholas Sparks,Romance,1071.51,127
The Celestial Key,J.K. Rowling,Biography,1035.4,52
Dreamcatcher,Paulo Coelho,Romance,1098.19,100
Last Ember,Stephenie Meyer,History,1061.2,85
Last Ember,John Grisham,Fantasy,719.71,76
Crimson Sky,George R.R. Martin,Thriller,217.52,95
Last Ember,Sarah J. Maas,Thriller,613.74,40
Beneath the Stars,E.L. James,Science Fiction,360.99,50
The Time Weaver,Margaret Atwood,Science Fiction,711.14,132
Kingdom of Ash,Veronica Roth,Biography,715.84,5
Heart of Steel,Paulo Coelho,Fiction,1133.38,34
The Forgotten Tale,Paulo Coelho,Fantasy,883.94,81
Shadows of Fate,Gillian Flynn,Fiction,909.12,22
Beyond the Veil,Agatha Christie,Fantasy,714.73,137
The Forgotten Tale,Paulo Coelho,Science Fiction,900.01,115
Heart of Steel,Veronica Roth,History,438.28,126
Arcane Secrets,Haruki Murakami,Biography,1118.63,87
Dreamcatcher,Leigh Bardugo,Fantasy,659.98,10
Whispers of Time,Terry Pratchett,Mystery,747.74,102
Golden Empire,Harlan Coben,History,211.77,111
Golden Empire,Kazuo Ishiguro,Thriller,1104.85,45
Fragments of Light,Brandon Sanderson,Biography,860.71,89
Dreamcatcher,Dan Brown,Mystery,588.45,57
The Celestial Key,Stephenie Meyer,Fiction,1199.23,144
Beyond the Veil,Leigh Bardugo,Romance,1160.42,12
Winds of Winter,J.K. Rowling,Fiction,1049.38,27
Winds of Winter,Kazuo Ishiguro,Fiction,450.29,12
Last Ember,John Grisham,Thriller,337.29,40
The Time Weaver,Andy Weir,History,535.41,1
City of Echoes,Stephenie Meyer,History,696.71,108
Beyond the Veil,Andy Weir,Romance,941.43,78
Echoes of Eternity,Dan Brown,Fantasy,1176.36,23
Stormbreaker,Neil Gaiman,Science Fiction,586.83,44
Crimson Sky,Colleen Hoover,Romance,225.07,29
Kingdom of Ash,George R.R. Martin,Fantasy,1088.6,68
Whispers of Time,Colleen Hoover,Fiction,450.58,51
The Hidden Path,Veronica Roth,Biography,1122.64,30
Nightfall,R.F. Kuang,History,822.76,120
Whispers of Time,Rick Riordan,Fiction,285.16,49
Beneath the Stars,Suzanne Collins,Romance,1092.02,89
Shadows of Fate,Nicholas Sparks,Science Fiction,1015.92,4
Fragments of Light,Stephenie Meyer,Science Fiction,1179.45,2
Last Ember,Brandon Sanderson,History,497.1,17
Shadows of Fate,George R.R. Martin,Fiction,649.41,89
Kingdom of Ash,Suzanne Collins,Mystery,751.98,111
Whispers of Time,Rick Riordan,Romance,841.98,26
Infinite Realms,Suzanne Collins,Thriller,433.13,89
Silent Guardian,Tana French,Thriller,875.87,7
The Sapphire Flame,J.K. Rowling,Science Fiction,192.15,67
Whispers of Time,R.F. Kuang,History,617.77,55
Beneath the Stars,Andy Weir,Mystery,834.28,65
Echoes of Eternity,Terry Pratchett,History,663.11,128
Heart of Steel,John Grisham,Biography,629.66,24
Arcane Secrets,E.L. James,Thriller,765.77,26
Heart of Steel,Suzanne Collins,Thriller,168.34,78
The Lost Horizon,Dan Brown,Romance,1158.52,30
Winds of Winter,Rick Riordan,Science Fiction,837.15,139
Beneath the Stars,R.F. Kuang,Fantasy,553.42,118
Rise of Legends,Andy Weir,Mystery,616.48,106
Beneath the Stars,Neil Gaiman,Fantasy,1121.09,19
Silent Guardian,Suzanne Collins,Romance,265.68,51
Dreamcatcher,Terry Pratchett,Thriller,731.89,53
Silent Guardian,J.K. Rowling,History,705.42,111
Shadows of Fate,E.L. James,Thriller,408.13,90
Edge of Tomorrow,Tana French,Romance,899.22,126
Beyond the Veil,Andy Weir,Mystery,690.19,129
Heart of Steel,Suzanne Collins,Fiction,1176.42,1
City of Echoes,Rick Riordan,Romance,278.7,106
Echoes of Eternity,Haruki Murakami,Science Fiction,1050.89,124
City of Echoes,J.K. Rowling,Thriller,657.84,73
Infinite Realms,Colleen Hoover,Fantasy,185.33,28
Fragments of Light,Harlan Coben,Thriller,1144.9,128
Heart of Steel,Suzanne Collins,Thriller,491.49,112
Crimson Sky,Brandon Sanderson,Biography,390.58,123
Arcane Secrets,Paulo Coelho,Thriller,1077.33,50
Edge of Tomorrow,James Patterson,Mystery,872.24,124
Rise of Legends,C.S. Lewis,Fiction,789.19,22
Heart of Steel,Margaret Atwood,Fiction,965.35,67
Stormbreaker,Colleen Hoover,Romance,691.87,51
The Time Weaver,Colleen Hoover,Mystery,217.35,135
Fragments of Light,Suzanne Collins,Thriller,334.61,139
The Hidden Path,George R.R. Martin,Mystery,1135.31,30
The Time Weaver,Margaret Atwood,Mystery,262.37,16
The Silent Sea,Kazuo Ishiguro,Mystery,921.11,89
City of Echoes,Nicholas Sparks,Fantasy,749.34,2
Heart of Steel,Nicholas Sparks,History,991.93,73
The Time Weaver,Agatha Christie,History,525.19,5
Kingdom of Ash,Neil Gaiman,Biography,967.17,46
Arcane Secrets,Agatha Christie,Fiction,335.09,46
Whispers of Time,Nicholas Sparks,Science Fiction,803.75,43
City of Echoes,Stephenie Meyer,Biography,600.45,99
The Lost Horizon,J.K. Rowling,Biography,571.1,129
The Forgotten Tale,Nicholas Sparks,Mystery,998.51,136
Silent Guardian,Paulo Coelho,Fantasy,525.7,110
The Final Oath,C.S. Lewis,Biography,1192.8,62
The Sapphire Flame,George R.R. Martin,Fiction,675.79,53
Last Ember,John Grisham,Science Fiction,940.83,31
Shadows of Fate,Stephen King,Biography,161.9,63
Beyond the Veil,Gillian Flynn,Fiction,990.63,8
Beneath the Stars,Nicholas Sparks,Fiction,575.18,111
Fragments of Light,Colleen Hoover,History,728.03,143
City of Echoes,R.F. Kuang,Mystery,686.68,46
Heart of Steel,Dan Brown,Fantasy,905.21,49
Crimson Sky,Terry Pratchett,History,1136.8,45
The Time Weaver,Tana French,History,913.34,110
The Sapphire Flame,C.S. Lewis,Biography,711.75,49
Beneath the Stars,Brandon Sanderson,Fiction,1192.25,83
The Final Oath,Haruki Murakami,History,744.75,83
Edge of Tomorrow,James Patterson,Science Fiction,578.46,35
Beyond the Veil,Stephenie Meyer,Fiction,971.11,60
Kingdom of Ash,Paulo Coelho,History,296.67,98
The Final Oath,Sarah J. Maas,History,977.18,116
Dreamcatcher,Ernest Cline,Science Fiction,1190.78,10
Silent Guardian,C.S. Lewis,Romance,561.13,124
Dreamcatcher,Stephen King,Science Fiction,269.62,114
The Final Oath,Andy Weir,Mystery,825.14,84
Dreamcatcher,E.L. James,History,758.33,105
Heart of Steel,Kazuo Ishiguro,History,374.24,108
Golden Empire,C.S. Lewis,Mystery,256.19,4
Shadows of Fate,Leigh Bardugo,Romance,681.92,89
The Lost Horizon,Nicholas Sparks,Mystery,497.34,61
Crimson Sky,Harlan Coben,Mystery,906.07,70
City of Echoes,Brandon Sanderson,Thriller,1068.48,79
Nightfall,Andy Weir,History,956.27,30
Arcane Secrets,Andy Weir,Fantasy,935.43,44
Whispers of Time,Kazuo Ishiguro,Mystery,820.62,106
The Final Oath,C.S. Lewis,Biography,238.76,60
Beneath the Stars,Sarah J. Maas,Fiction,233.58,135
Kingdom of Ash,Ernest Cline,History,960.05,60
The Hidden Path,Agatha Christie,Mystery,873.49,98
Whispers of Time,Kazuo Ishiguro,Fantasy,775.45,112
The Hidden Path,Suzanne Collins,Fiction,972.04,88
Last Ember,Kazuo Ishiguro,Romance,716.59,57
Beneath the Stars,E.L. James,History,684.85,31
The Hidden Path,Margaret Atwood,Fantasy,204.89,80
Heart of Steel,Stephenie Meyer,Science Fiction,918.4,57
Arcane Secrets,C.S. Lewis,Thriller,461.58,112
Heart of Steel,Brandon Sanderson,Biography,399.39,36
Tides of Destiny,James Patterson,Mystery,256.61,83
Silent Guardian,James Patterson,Romance,380.79,101
Stormbreaker,Stephenie Meyer,Thriller,1090.38,148
Echoes of Eternity,Terry Pratchett,History,745.29,106
Crimson Sky,Rick Riordan,Science Fiction,1198.38,117
Nightfall,Paulo Coelho,Fantasy,352.36,55
Edge of Tomorrow,Brandon Sanderson,Science Fiction,388.18,99
Rise of Legends,R.F. Kuang,Romance,696.45,138
Silent Guardian,E.L. James,Biography,303.82,121
The Hidden Path,Rick Riordan,History,239.22,134
Shadows of Fate,Neil Gaiman,History,452.27,91
Infinite Realms,Brandon Sanderson,Mystery,253.47,39
Shadows of Fate,J.K. Rowling,Romance,920.06,86
The Hidden Path,Harlan Coben,Thriller,528.76,111
Edge of Tomorrow,Stephen King,Thriller,427.77,80
Crimson Sky,Haruki Murakami,Thriller,426.49,89
The Hidden Path,George R.R. Martin,Fantasy,440.9,13
The Final Oath,Paulo Coelho,Mystery,1029.13,72
Edge of Tomorrow,Colleen Hoover,Fantasy,356.22,68
Nightfall,Margaret Atwood,Science Fiction,757.45,143
Silent Guardian,Leigh Bardugo,Fiction,458.97,54
Echoes of Eternity,Margaret Atwood,Mystery,840.8,103
Echoes of Eternity,Colleen Hoover,Fiction,907.59,98
Kingdom of Ash,R.F. Kuang,Fantasy,577.84,7
Crimson Sky,James Patterson,Fantasy,1022.83,64
Nightfall,Terry Pratchett,Biography,596.91,67
The Forgotten Tale,Rick Riordan,Science Fiction,159.49,97
Arcane Secrets,Haruki Murakami,History,1137.97,58
Silent Guardian,Nicholas Sparks,Mystery,639.53,65
The Hidden Path,Terry Pratchett,Fantasy,1189.13,149
Winds of Winter,James Patterson,Fantasy,338.88,97
The Silent Sea,E.L. James,Fiction,468.1,129
Stormbreaker,Terry Pratchett,Thriller,648.97,108
Beneath the Stars,R.F. Kuang,Biography,1089.59,4
Arcane Secrets,Tana French,History,929.79,107
Nightfall,Tana French,Biography,986.37,82
Shadows of Fate,Margaret Atwood,Science Fiction,516.37,33
Tides of Destiny,Andy Weir,Fiction,672.05,127
The Hidden Path,Tana French,Thriller,344.59,109
Beyond the Veil,Veronica Roth,Mystery,191.46,70
Stormbreaker,Neil Gaiman,Romance,943.33,114
Shadows of Fate,Stephen King,Fantasy,154.07,61
Last Ember,James Patterson,Thriller,955.34,39
Whispers of Time,Andy Weir,Science Fiction,853.79,19
Golden Empire,Haruki Murakami,History,700.02,121
Golden Empire,Stephenie Meyer,Fantasy,1080.62,135
Beyond the Veil,Stephen King,Fiction,618.74,28
The Silent Sea,E.L. James,Biography,424.06,104
Tides of Destiny,Veronica Roth,Fiction,1050.39,35
Golden Empire,Stephen King,Mystery,793.25,143
The Celestial Key,James Patterson,Biography,199.7,105
Arcane Secrets,E.L. James,Science Fiction,888.35,119
Kingdom of Ash,Veronica Roth,Biography,487.56,20
The Lost Horizon,Andy Weir,Fiction,641.73,5
The Hidden Path,Dan Brown,Fiction,1168.88,117
Stormbreaker,Veronica Roth,Fantasy,754.58,124
The Hidden Path,Paulo Coelho,History,162.9,146
Edge of Tomorrow,Ernest Cline,Romance,992.93,96
Beyond the Veil,J.K. Rowling,Thriller,778.31,86
Arcane Secrets,C.S. Lewis,Biography,482.92,74
City of Echoes,Rick Riordan,Science Fiction,678.78,133
The Lost Horizon,Paulo Coelho,History,799.5,3
Crimson Sky,Haruki Murakami,Mystery,1026.47,91
Kingdom of Ash,John Grisham,Science Fiction,515.55,143
Last Ember,Suzanne Collins,Thriller,932.7,41
The Lost Horizon,Neil Gaiman,Romance,515.67,106
Whispers of Time,Ernest Cline,Romance,954.66,12
Dreamcatcher,Terry Pratchett,Fantasy,722.11,143
The Final Oath,Leigh Bardugo,Biography,895.73,5
Golden Empire,C.S. Lewis,History,961.67,54
Arcane Secrets,Rick Riordan,Thriller,437.52,124
Echoes of Eternity,J.K. Rowling,History,252.86,57
City of Echoes,Nicholas Sparks,Science Fiction,1042.16,67
Heart of Steel,Nicholas Sparks,Romance,881.11,132
Kingdom of Ash,Sarah J. Maas,Science Fiction,1169.13,66
Nightfall,Dan Brown,Fiction,889.81,83
The Final Oath,J.K. Rowling,Romance,279.25,85
Dreamcatcher,George R.R. Martin,Mystery,405.9,18
Arcane Secrets,Tana French,Thriller,362.64,63
Arcane Secrets,Veronica Roth,Thriller,870.33,21
Fragments of Light,Suzanne Collins,Fiction,1027.61,70
Nightfall,Haruki Murakami,Biography,388.12,138
The Sapphire Flame,Ernest Cline,Mystery,1019.52,87
Fragments of Light,Brandon Sanderson,Biography,644.15,39
The Forgotten Tale,Neil Gaiman,Thriller,338.58,102
The Final Oath,Gillian Flynn,Biography,368.98,145
Dreamcatcher,Nicholas Sparks,Thriller,226.36,10
Silent Guardian,Rick Riordan,Romance,671.8,113
Nightfall,Haruki Murakami,Science Fiction,681.03,109
The Final Oath,Neil Gaiman,Science Fiction,836.47,85
The Final Oath,Stephen King,Fiction,678.29,93
The Hidden Path,E.L. James,Mystery,380.24,83
Heart of Steel,Stephenie Meyer,Fiction,633.03,19
City of Echoes,John Grisham,Fiction,955.18,56
Tides of Destiny,Leigh Bardugo,Fiction,1065.93,38
Edge of Tomorrow,Tana French,Mystery,1152.52,98
The Silent Sea,Brandon Sanderson,Mystery,165.58,37
The Sapphire Flame,Kazuo Ishiguro,Fiction,861.12,142
Nightfall,Veronica Roth,Science Fiction,736.19,130
The Sapphire Flame,Stephenie Meyer,Science Fiction,298.65,23
Silent Guardian,Andy Weir,Romance,1124.07,110
Beneath the Stars,Paulo Coelho,Biography,545.97,71
Stormbreaker,Stephenie Meyer,Fiction,775.25,118
Winds of Winter,Andy Weir,Thriller,781.38,32
Winds of Winter,Paulo Coelho,Fiction,926.79,144
Last Ember,Colleen Hoover,Fiction,603.49,9
The Final Oath,Neil Gaiman,Biography,766.0,27
Kingdom of Ash,E.L. James,Mystery,1129.48,50
Beyond the Veil,Veronica Roth,Science Fiction,685.68,5
Golden Empire,Dan Brown,Biography,219.97,52
The Celestial Key,Neil Gaiman,Romance,573.94,23
Echoes of Eternity,E.L. James,Biography,448.76,115
Last Ember,Nicholas Sparks,Romance,748.89,138
Infinite Realms,J.K. Rowling,Fantasy,471.61,109
Nightfall,Stephenie Meyer,History,431.78,19
The Lost Horizon,Harlan Coben,History,1104.39,87
Fragments of Light,John Grisham,Biography,825.3,62
Rise of Legends,J.K. Rowling,History,794.23,54
Edge of Tomorrow,Sarah J. Maas,Romance,678.25,34
Edge of Tomorrow,Tana French,History,882.23,77
Tides of Destiny,Tana French,Fantasy,973.84,46
Golden Empire,Stephenie Meyer,Mystery,898.64,124
Tides of Destiny,Harlan Coben,Thriller,299.21,61
The Final Oath,Gillian Flynn,History,1139.96,74
Golden Empire,Ernest Cline,Thriller,194.64,131
Nightfall,Nicholas Sparks,Thriller,763.45,83
Arcane Secrets,Colleen Hoover,Fantasy,207.24,133
Crimson Sky,Paulo Coelho,Science Fiction,1080.88,91
Heart of Steel,Nicholas Sparks,Thriller,755.06,101
Crimson Sky,Kazuo Ishiguro,Fiction,426.13,14
The Lost Horizon,Stephenie Meyer,Romance,456.9,80
Winds of Winter,Rick Riordan,Science Fiction,1147.65,116
Dreamcatcher,Harlan Coben,Fiction,1103.89,99
Fragments of Light,Dan Brown,Fantasy,435.51,100
Beneath the Stars,R.F. Kuang,Fiction,1163.62,79
Dreamcatcher,Agatha Christie,Science Fiction,641.58,98
Silent Guardian,Leigh Bardugo,Mystery,955.58,16
Beneath the Stars,Rick Riordan,Mystery,956.69,138
The Silent Sea,Agatha Christie,Thriller,1072.68,36
Fragments of Light,J.K. Rowling,Thriller,778.5,127
Silent Guardian,Andy Weir,Thriller,729.23,13
Rise of Legends,Suzanne Collins,Mystery,380.81,2
Winds of Winter,John Grisham,Thriller,408.08,119
Tides of Destiny,C.S. Lewis,Romance,695.63,47
City of Echoes,Nicholas Sparks,History,385.21,40
The Time Weaver,Agatha Christie,Thriller,1105.85,71
Crimson Sky,Paulo Coelho,Mystery,687.92,57
Winds of Winter,Suzanne Collins,Romance,1073.53,105
Last Ember,Kazuo Ishiguro,History,872.7,97
The Lost Horizon,Sarah J. Maas,Fantasy,256.1,109
City of Echoes,Tana French,Fiction,277.94,119
Kingdom of Ash,Neil Gaiman,Biography,608.21,123
Beneath the Stars,James Patterson,Mystery,780.48,146
Fragments of Light,Andy Weir,Science Fiction,482.88,15
City of Echoes,Neil Gaiman,Biography,759.6,143
Arcane Secrets,Agatha Christie,Romance,1140.42,29
Silent Guardian,Haruki Murakami,Fantasy,787.42,103
Whispers of Time,Ernest Cline,History,209.29,47
The Lost Horizon,John Grisham,Romance,217.14,19
The Time Weaver,Haruki Murakami,Science Fiction,359.14,123
Nightfall,Gillian Flynn,Biography,284.04,53
Last Ember,R.F. Kuang,Fantasy,884.43,15
The Silent Sea,John Grisham,History,627.22,107
Edge of Tomorrow,R.F. Kuang,History,381.64,112
Beneath the Stars,Paulo Coelho,Science Fiction,341.14,66
The Sapphire Flame,C.S. Lewis,Biography,882.81,71
The Forgotten Tale,J.K. Rowling,Fiction,232.98,48
Stormbreaker,Andy Weir,Fiction,688.12,94
Silent Guardian,Brandon Sanderson,Biography,942.83,129
Winds of Winter,R.F. Kuang,Thriller,994.54,86
Dreamcatcher,Nicholas Sparks,Science Fiction,866.08,18
Heart of Steel,Leigh Bardugo,Fiction,277.96,124
The Hidden Path,Paulo Coelho,Mystery,391.82,92
Winds of Winter,John Grisham,History,900.8,51
Dreamcatcher,Andy Weir,Fantasy,577.69,111
Kingdom of Ash,Sarah J. Maas,History,700.15,96
Last Ember,Nicholas Sparks,Thriller,212.67,50
The Sapphire Flame,George R.R. Martin,Thriller,520.96,142
City of Echoes,Nicholas Sparks,Science Fiction,847.59,92
Dreamcatcher,Sarah J. Maas,Fiction,1055.47,8
The Celestial Key,Ernest Cline,Fiction,905.79,2
Kingdom of Ash,J.K. Rowling,History,302.46,113
Tides of Destiny,Margaret Atwood,Thriller,592.16,41
Edge of Tomorrow,Nicholas Sparks,Fantasy,711.94,5
Shadows of Fate,Ernest Cline,Science Fiction,880.8,55
Beneath the Stars,John Grisham,Fantasy,471.79,148
Whispers of Time,Colleen Hoover,Mystery,547.61,39
The Sapphire Flame,Agatha Christie,Fantasy,953.97,141
Whispers of Time,John Grisham,Romance,408.33,5
Echoes of Eternity,Nicholas Sparks,Thriller,220.05,122
Nightfall,Sarah J. Maas,Fantasy,657.58,130
Winds of Winter,Terry Pratchett,Science Fiction,699.61,122
Crimson Sky,Andy Weir,Mystery,710.17,78
The Hidden Path,Dan Brown,Romance,1194.42,139
The Celestial Key,Harlan Coben,Fantasy,709.2,107
Whispers of Time,Gillian Flynn,Fantasy,828.05,133
Crimson Sky,Tana French,Biography,626.46,31
The Forgotten Tale,E.L. James,History,760.19,98
The Time Weaver,Stephen King,History,961.8,92
City of Echoes,Terry Pratchett,Science Fiction,485.39,69
Heart of Steel,Suzanne Collins,Science Fiction,567.75,16
The Lost Horizon,John Grisham,Biography,371.07,122
The Hidden Path,Haruki Murakami,Biography,786.55,63
Dreamcatcher,J.K. Rowling,Fiction,201.62,139
Silent Guardian,Dan Brown,History,1179.46,34
Edge of Tomorrow,Margaret Atwood,Mystery,270.52,76
Whispers of Time,Dan Brown,Romance,926.63,123
Crimson Sky,Neil Gaiman,Biography,639.23,141
Rise of Legends,Brandon Sanderson,Romance,306.34,44
The Forgotten Tale,Stephenie Meyer,Science Fiction,516.88,12
The Time Weaver,George R.R. Martin,Thriller,1075.44,35
The Celestial Key,J.K. Rowling,Thriller,838.23,79
The Time Weaver,C.S. Lewis,Mystery,802.75,19
Last Ember,Margaret Atwood,Thriller,364.24,138
Beyond the Veil,Stephenie Meyer,Biography,1037.55,127
Silent Guardian,Andy Weir,Biography,677.19,27
The Lost Horizon,Terry Pratchett,Romance,229.52,68
Last Ember,E.L. James,History,896.19,26
The Lost Horizon,Terry Pratchett,Mystery,512.8,61
Tides of Destiny,Harlan Coben,Science Fiction,158.55,51
Rise of Legends,Veronica Roth,History,948.18,56
The Sapphire Flame,Harlan Coben,History,644.34,129
Heart of Steel,Brandon Sanderson,Fantasy,920.76,8
Kingdom of Ash,R.F. Kuang,Biography,1066.58,81
Infinite Realms,Rick Riordan,Biography,802.98,93
Fragments of Light,Dan Brown,History,660.5,26
Whispers of Time,Ernest Cline,Thriller,290.89,3
Rise of Legends,Kazuo Ishiguro,Fiction,204.55,100
Golden Empire,Stephen King,Fiction,1043.03,116
